1.500   1.500   2834.31133093
1.500   1.583   1904.2756975
1.500   1.667   1179.56497238
1.500   1.750   741.963159771
1.500   1.833   485.750920252
1.500   1.917   331.983682249
1.500   2.000   238.718628352
1.500   2.083   179.011988444
1.500   2.167   138.965944848
1.500   2.250   111.845403911
1.500   2.333   92.6620798393
1.500   2.417   78.6047560192
1.500   2.500   68.3054412675
1.500   2.583   60.5015043053
1.500   2.667   54.420176507
1.500   2.750   49.7100676904
1.500   2.833   45.9618044021
1.500   2.917   42.9127011382
1.500   3.000   40.458350883
1.500   3.083   38.4406232707
1.500   3.167   36.7538677499
1.500   3.250   35.360465816
1.500   3.333   34.1903888667
1.500   3.417   33.1937213552
1.500   3.500   32.3535553448
1.500   3.583   31.6360808381
1.500   3.667   31.0165184027
1.500   3.750   30.4861993093
1.500   3.833   30.0282822721
1.500   3.917   29.6301836518
1.500   4.000   29.2860589263
1.583   1.500   1904.2758629
1.583   1.583   1529.3158771
1.583   1.667   1056.83934467
1.583   1.750   689.016383482
1.583   1.833   452.976843197
1.583   1.917   306.38044842
1.583   2.000   216.279822574
1.583   2.083   158.373595931
1.583   2.167   119.573348672
1.583   2.250   93.4002103914
1.583   2.333   75.0014799861
1.583   2.417   61.628180933
1.583   2.500   51.9222416115
1.583   2.583   44.6456672986
1.583   2.667   39.0441533797
1.583   2.750   34.7602023537
1.583   2.833   31.3963410245
1.583   2.917   28.7001145376
1.583   3.000   26.5609547817
1.583   3.083   24.828156485
1.583   3.167   23.4021754075
1.583   3.250   22.2424708201
1.583   3.333   21.2836764596
1.583   3.417   20.4800169679
1.583   3.500   19.8128123119
1.583   3.583   19.2521264029
1.583   3.667   18.7759171618
1.583   3.750   18.3739480836
1.583   3.833   18.033337293
1.583   3.917   17.7420166545
1.583   4.000   17.4933941983
1.667   1.500   1179.56502028
1.667   1.583   1056.83934996
1.667   1.667   853.098447763
1.667   1.750   611.629111521
1.667   1.833   415.918596024
1.667   1.917   282.669087867
1.667   2.000   197.761622699
1.667   2.083   142.395483908
1.667   2.167   105.119425565
1.667   2.250   79.9864880721
1.667   2.333   62.3895587394
1.667   2.417   49.6850631727
1.667   2.500   40.5441372647
1.667   2.583   33.7641144175
1.667   2.667   28.6108990497
1.667   2.750   24.7231897186
1.667   2.833   21.7177847109
1.667   2.917   19.3503675264
1.667   3.000   17.5044220923
1.667   3.083   16.0368232249
1.667   3.167   14.8552157077
1.667   3.250   13.9133556661
1.667   3.333   13.1511718222
1.667   3.417   12.5286653418
1.667   3.500   12.0233291759
1.667   3.583   11.6087112179
1.667   3.667   11.2667925615
1.667   3.750   10.9855421254
1.667   3.833   10.7536246878
1.667   3.917   10.5620916072
1.667   4.000   10.4034191494
1.750   1.500   741.963240675
1.750   1.583   689.016371733
1.750   1.667   611.629099076
1.750   1.750   497.193876781
1.750   1.833   366.479523659
1.750   1.917   257.216074719
1.750   2.000   181.194788208
1.750   2.083   129.755039131
1.750   2.167   94.562450299
1.750   2.250   70.6931960823
1.750   2.333   53.9818142674
1.750   2.417   41.9677040695
1.750   2.500   33.3850662658
1.750   2.583   27.0835412032
1.750   2.667   22.3554208879
1.750   2.750   18.8416723539
1.750   2.833   16.1726139913
1.750   2.917   14.1125055033
1.750   3.000   12.5400862828
1.750   3.083   11.3211816949
1.750   3.167   10.3672840097
1.750   3.250   9.62827399346
1.750   3.333   9.05031567655
1.750   3.417   8.59691377685
1.750   3.500   8.24198013593
1.750   3.583   7.96362856898
1.750   3.667   7.74727031546
1.750   3.750   7.57746890943
1.750   3.833   7.44613199743
1.750   3.917   7.34754298157
1.750   4.000   7.27157787715
1.833   1.500   485.750946179
1.833   1.583   452.977002495
1.833   1.667   415.918659276
1.833   1.750   366.479400357
1.833   1.833   298.972878237
